ZCTA5,STATE,COUNTY,TRACT,GEOID,POPPT,HUPT,AREAPT, AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,TRPOP,TRHU,TRAREA,TRAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,TRPOPPCT,TRHUPCT,TRAREAPCT,TRAREALANDPCT
02894,44,009,050700,44009050700,73,27,1174689,1074254,722,254,11524290,11226698,8188,3458,114614939,111239305,10.11,10.63,10.19,9.57,.89,.78,1.02,.97
02895,44,007,017300,44007017300,3223,1466,1369013,1320096,41186,19214,20545261,20043727,3223,1466,1369013,1320096,7.83,7.63,6.66,6.59,100,100,100,100
02895,44,007,017400,44007017400,4226,1702,1779892,1739150,41186,19214,20545261,20043727,4226,1702,1779892,1739150,10.26,8.86,8.66,8.68,100,100,100,100
02895,44,007,017500,44007017500,3128,1457,1284473,1281563,41186,19214,20545261,20043727,3128,1457,1284473,1281563,7.59,7.58,6.25,6.39,100,100,100,100
02895,44,007,017600,44007017600,2560,1096,573012,558689,41186,19214,20545261,20043727,2560,1096,573012,558689,6.22,5.7,2.79,2.79,100,100,100,100
02895,44,007,017700,44007017700,3518,1611,3273819,3169423,41186,19214,20545261,20043727,3518,1611,3273819,3169423,8.54,8.38,15.93,15.81,100,100,100,100
02895,44,007,017800,44007017800,2514,1190,651437,629628,41186,19214,20545261,20043727,2514,1190,651437,629628,6.1,6.19,3.17,3.14,100,100,100,100
02895,44,007,017900,44007017900,3049,1604,802624,771216,41186,19214,20545261,20043727,3049,1604,802624,771216,7.4,8.35,3.91,3.85,100,100,100,100
02895,44,007,018000,44007018000,2680,1773,1080475,1022564,41186,19214,20545261,20043727,2680,1773,1080475,1022564,6.51,9.23,5.26,5.1,100,100,100,100
02895,44,007,018100,44007018100,2523,1304,860286,825663,41186,19214,20545261,20043727,2523,1304,860286,825663,6.13,6.79,4.19,4.12,100,100,100,100
02895,44,007,018200,44007018200,2638,1326,590718,582480,41186,19214,20545261,20043727,2638,1326,590718,582480,6.41,6.9,2.88,2.91,100,100,100,100
02895,44,007,018300,44007018300,1769,796,313356,304993,41186,19214,20545261,20043727,1769,796,313356,304993,4.3,4.14,1.53,1.52,100,100,100,100
02895,44,007,018400,44007018400,6527,2676,3982299,3965830,41186,19214,20545261,20043727,6527,2676,3982299,3965830,15.85,13.93,19.38,19.79,100,100,100,100
02895,44,007,018500,44007018500,2831,1213,3983857,3872432,41186,19214,20545261,20043727,2831,1213,3983857,3872432,6.87,6.31,19.39,19.32,100,100,100,100
02896,44,007,012801,44007012801,4406,1955,11293815,10902149,11537,4798,63349869,61303231,4800,2212,11635740,11129914,38.19,40.75,17.83,17.78,91.79,88.38,97.06,97.95
02896,44,007,012802,44007012802,2391,1031,5363841,5309296,11537,4798,63349869,61303231,2391,1031,5363841,5309296,20.72,21.49,8.47,8.66,100,100,100,100
02896,44,007,012803,44007012803,4740,1812,46692213,45091786,11537,4798,63349869,61303231,4776,1825,47081635,45212362,41.09,37.77,73.71,73.56,99.25,99.29,99.17,99.73
02898,44,009,050600,44009050600,1648,592,30192487,29865426,1696,618,30238102,29911041,7708,2952,105477235,104357520,97.17,95.79,99.85,99.85,21.38,20.05,28.62,28.62
02898,44,009,050700,44009050700,48,26,45615,45615,1696,618,30238102,29911041,8188,3458,114614939,111239305,2.83,4.21,.15,.15,.59,.75,.04,.04
02903,44,007,000600,44007000600,332,83,1984057,1311441,10780,5578,5929701,4643515,1665,563,2793591,2120975,3.08,1.49,33.46,28.24,19.94,14.74,71.02,61.83
02903,44,007,000700,44007000700,777,399,236086,236086,10780,5578,5929701,4643515,2671,1101,593372,593372,7.21,7.15,3.98,5.08,29.09,36.24,39.79,39.79
02903,44,007,000800,44007000800,4569,2072,1327279,1270513,10780,5578,5929701,4643515,4569,2072,1327279,1270513,42.38,37.15,22.38,27.36,100,100,100,100
02903,44,007,000900,44007000900,1532,876,360057,360057,10780,5578,5929701,4643515,2317,1264,450605,450605,14.21,15.7,6.07,7.75,66.12,69.3,79.91,79.91
02903,44,007,001100,44007001100,1474,838,337580,337580,10780,5578,5929701,4643515,2473,1313,495118,495118,13.67,15.02,5.69,7.27,59.6,63.82,68.18,68.18
02903,44,007,001200,44007001200,0,0,75066,75066,10780,5578,5929701,4643515,2895,1194,557011,557011,0,0,1.27,1.62,0,0,13.48,13.48
02903,44,007,002500,44007002500,365,322,373305,343858,10780,5578,5929701,4643515,2984,1572,1229629,1196922,3.39,5.77,6.3,7.41,12.23,20.48,30.36,28.73
02903,44,007,003100,44007003100,202,136,35471,35471,10780,5578,5929701,4643515,4315,2470,1209230,1206622,1.87,2.44,.6,.76,4.68,5.51,2.93,2.94
02903,44,007,003602,44007003602,432,129,131773,131773,10780,5578,5929701,4643515,5937,807,823572,823572,4.01,2.31,2.22,2.84,7.28,15.99,16,16
02903,44,007,003700,44007003700,1097,723,1069027,541670,10780,5578,5929701,4643515,3573,2063,1579395,893406,10.18,12.96,18.03,11.67,30.7,35.05,67.69,60.63
02904,44,007,002400,44007002400,298,136,100991,100991,29359,14327,13758263,13453533,6760,2200,3066888,3061546,1.02,.95,.73,.75,4.41,6.18,3.29,3.3
02904,44,007,002800,44007002800,3143,1475,1142040,1116125,29359,14327,13758263,13453533,6092,2747,1650987,1625072,10.71,10.3,8.3,8.3,51.59,53.69,69.17,68.68
02904,44,007,002900,44007002900,6760,3150,2532575,2476504,29359,14327,13758263,13453533,6760,3150,2532575,2476504,23.03,21.99,18.41,18.41,100,100,100,100
02904,44,007,003100,44007003100,1663,1032,596934,594326,29359,14327,13758263,13453533,4315,2470,1209230,1206622,5.66,7.2,4.34,4.42,38.54,41.78,49.36,49.26
02904,44,007,003200,44007003200,0,0,7141,7141,29359,14327,13758263,13453533,3270,1625,689083,689083,0,0,.05,.05,0,0,1.04,1.04
02904,44,007,003300,44007003300,274,128,926255,923126,29359,14327,13758263,13453533,4132,2105,1942684,1939555,.93,.89,6.73,6.86,6.63,6.08,47.68,47.59
02904,44,007,011800,44007011800,6711,2956,2955543,2929839,29359,14327,13758263,13453533,6734,2964,2960261,2934557,22.86,20.63,21.48,21.78,99.66,99.73,99.84,99.84
02904,44,007,011901,44007011901,3122,1384,1563927,1558613,29359,14327,13758263,13453533,3122,1384,1563927,1558613,10.63,9.66,11.37,11.59,100,100,100,100
02904,44,007,011902,44007011902,4780,2566,3032521,2846532,29359,14327,13758263,13453533,4780,2566,3032521,2846532,16.28,17.91,22.04,21.16,100,100,100,100
02904,44,007,012000,44007012000,1081,605,566798,566798,29359,14327,13758263,13453533,5935,2690,2893011,2893011,3.68,4.22,4.12,4.21,18.21,22.49,19.59,19.59
02904,44,007,012103,44007012103,1527,895,333538,333538,29359,14327,13758263,13453533,2964,1625,788967,788967,5.2,6.25,2.42,2.48,51.52,55.08,42.28,42.28
02905,44,007,000101,44007000101,5064,1351,4013720,2441151,25223,9539,14487571,9707053,5064,1351,4013720,2441151,20.08,14.16,27.7,25.15,100,100,100,100
02905,44,007,000102,44007000102,3891,1405,2157912,1726723,25223,9539,14487571,9707053,5303,1950,2896016,2381486,15.43,14.73,14.89,17.79,73.37,72.05,74.51,72.51
02905,44,007,000400,44007000400,1968,635,391129,391129,25223,9539,14487571,9707053,3761,1279,645648,645648,7.8,6.66,2.7,4.03,52.33,49.65,60.58,60.58
02905,44,007,000500,44007000500,3032,1135,578515,578515,25223,9539,14487571,9707053,3040,1138,584838,584838,12.02,11.9,3.99,5.96,99.74,99.74,98.92,98.92
02905,44,007,000600,44007000600,1333,480,809534,809534,25223,9539,14487571,9707053,1665,563,2793591,2120975,5.28,5.03,5.59,8.34,80.06,85.26,28.98,38.17
02905,44,007,000700,44007000700,456,224,143336,143336,25223,9539,14487571,9707053,2671,1101,593372,593372,1.81,2.35,.99,1.48,17.07,20.35,24.16,24.16
02905,44,007,013400,44007013400,3868,1882,4205443,1828621,25223,9539,14487571,9707053,3868,1882,4205443,1828621,15.34,19.73,29.03,18.84,100,100,100,100
02905,44,007,013500,44007013500,4700,2067,1800811,1411900,25223,9539,14487571,9707053,4700,2067,1800811,1411900,18.63,21.67,12.43,14.55,100,100,100,100
02905,44,007,013600,44007013600,911,360,387171,376144,25223,9539,14487571,9707053,2973,1236,2068328,1930096,3.61,3.77,2.67,3.87,30.64,29.13,18.72,19.49
02906,44,007,003100,44007003100,2450,1302,465940,465940,28387,12949,10172808,8394524,4315,2470,1209230,1206622,8.63,10.05,4.58,5.55,56.78,52.71,38.53,38.62
02906,44,007,003200,44007003200,3270,1625,681942,681942,28387,12949,10172808,8394524,3270,1625,689083,689083,11.52,12.55,6.7,8.12,100,100,98.96,98.96
02906,44,007,003300,44007003300,3819,1955,1010696,1010696,28387,12949,10172808,8394524,4132,2105,1942684,1939555,13.45,15.1,9.94,12.04,92.42,92.87,52.03,52.11
02906,44,007,003400,44007003400,4732,2189,4331912,3185461,28387,12949,10172808,8394524,4769,2208,4339891,3193440,16.67,16.9,42.58,37.95,99.22,99.14,99.82,99.75
02906,44,007,003500,44007003500,4474,2704,1761218,1288017,28387,12949,10172808,8394524,4474,2704,1761218,1288017,15.76,20.88,17.31,15.34,100,100,100,100
02906,44,007,003601,44007003601,3031,1159,831379,831379,28387,12949,10172808,8394524,3031,1159,831379,831379,10.68,8.95,8.17,9.9,100,100,100,100
02906,44,007,003602,44007003602,4135,675,579353,579353,28387,12949,10172808,8394524,5937,807,823572,823572,14.57,5.21,5.7,6.9,69.65,83.64,70.35,70.35
02906,44,007,003700,44007003700,2476,1340,510368,351736,28387,12949,10172808,8394524,3573,2063,1579395,893406,8.72,10.35,5.02,4.19,69.3,64.95,32.31,39.37
02907,44,007,000102,44007000102,1367,525,622696,607196,27445,10187,6020598,5700783,5303,1950,2896016,2381486,4.98,5.15,10.34,10.65,25.78,26.92,21.5,25.5
02907,44,007,000200,44007000200,6452,2371,1100042,1100042,27445,10187,6020598,5700783,6452,2371,1100042,1100042,23.51,23.27,18.27,19.3,100,100,100,100
02907,44,007,000300,44007000300,6714,2647,1108899,1108899,27445,10187,6020598,5700783,6714,2647,1108899,1108899,24.46,25.98,18.42,19.45,100,100,100,100
02907,44,007,000400,44007000400,1793,644,254519,254519,27445,10187,6020598,5700783,3761,1279,645648,645648,6.53,6.32,4.23,4.46,47.67,50.35,39.42,39.42
02907,44,007,000500,44007000500,8,3,6323,6323,27445,10187,6020598,5700783,3040,1138,584838,584838,.03,.03,.11,.11,.26,.26,1.08,1.08
02907,44,007,000700,44007000700,1438,478,213950,213950,27445,10187,6020598,5700783,2671,1101,593372,593372,5.24,4.69,3.55,3.75,53.84,43.42,36.06,36.06
02907,44,007,001200,44007001200,2588,1016,418694,418694,27445,10187,6020598,5700783,2895,1194,557011,557011,9.43,9.97,6.95,7.34,89.4,85.09,75.17,75.17
02907,44,007,001400,44007001400,4358,1506,622976,622976,27445,10187,6020598,5700783,6693,2295,904707,904707,15.88,14.78,10.35,10.93,65.11,65.62,68.86,68.86
02907,44,007,001500,44007001500,2715,985,1522961,1218646,27445,10187,6020598,5700783,2994,1108,1728807,1423998,9.89,9.67,25.3,21.38,90.68,88.9,88.09,85.58
02907,44,007,013600,44007013600,12,12,10102,10102,27445,10187,6020598,5700783,2973,1236,2068328,1930096,.04,.12,.17,.18,.4,.97,.49,.52
02907,44,007,014100,44007014100,0,0,139436,139436,27445,10187,6020598,5700783,5052,2106,2095669,1920337,0,0,2.32,2.45,0,0,6.65,7.26
02908,44,007,002101,44007002101,2575,1057,465409,465409,37467,14624,8186711,8186047,2575,1057,465409,465409,6.87,7.23,5.68,5.69,100,100,100,100
02908,44,007,002102,44007002102,4082,1540,589005,589005,37467,14624,8186711,8186047,5839,2156,829876,829876,10.89,10.53,7.19,7.2,69.91,71.43,70.98,70.98
02908,44,007,002200,44007002200,4502,1765,789204,789204,37467,14624,8186711,8186047,4746,1851,813499,813499,12.02,12.07,9.64,9.64,94.86,95.35,97.01,97.01
02908,44,007,002300,44007002300,5307,2294,1182933,1182269,37467,14624,8186711,8186047,5307,2294,1182933,1182269,14.16,15.69,14.45,14.44,100,100,100,100
02908,44,007,002400,44007002400,6412,2045,1961014,1961014,37467,14624,8186711,8186047,6760,2200,3066888,3061546,17.11,13.98,23.95,23.96,94.85,92.95,63.94,64.05
02908,44,007,002500,44007002500,2513,1185,714546,714546,37467,14624,8186711,8186047,2984,1572,1229629,1196922,6.71,8.1,8.73,8.73,84.22,75.38,58.11,59.7
02908,44,007,002600,44007002600,3098,1563,665622,665622,37467,14624,8186711,8186047,3098,1563,665622,665622,8.27,10.69,8.13,8.13,100,100,100,100
02908,44,007,002700,44007002700,5777,1780,1123975,1123975,37467,14624,8186711,8186047,5777,1780,1123975,1123975,15.42,12.17,13.73,13.73,100,100,100,100
02908,44,007,002800,44007002800,2949,1272,508947,508947,37467,14624,8186711,8186047,6092,2747,1650987,1625072,7.87,8.7,6.22,6.22,48.41,46.31,30.83,31.32
02908,44,007,003100,44007003100,0,0,110885,110885,37467,14624,8186711,8186047,4315,2470,1209230,1206622,0,0,1.35,1.35,0,0,9.17,9.19
02908,44,007,012000,44007012000,252,123,75171,75171,37467,14624,8186711,8186047,5935,2690,2893011,2893011,.67,.84,.92,.92,4.25,4.57,2.6,2.6
02909,44,007,000900,44007000900,785,388,90548,90548,43540,16832,9025912,8954986,2317,1264,450605,450605,1.8,2.31,1,1.01,33.88,30.7,20.09,20.09
02909,44,007,001000,44007001000,2456,1342,455797,455797,43540,16832,9025912,8954986,2456,1342,455797,455797,5.64,7.97,5.05,5.09,100,100,100,100
02909,44,007,001100,44007001100,999,475,157538,157538,43540,16832,9025912,8954986,2473,1313,495118,495118,2.29,2.82,1.75,1.76,40.4,36.18,31.82,31.82
02909,44,007,001200,44007001200,307,178,63251,63251,43540,16832,9025912,8954986,2895,1194,557011,557011,.71,1.06,.7,.71,10.6,14.91,11.36,11.36
02909,44,007,001300,44007001300,4256,1776,586866,586866,43540,16832,9025912,8954986,4256,1776,586866,586866,9.77,10.55,6.5,6.55,100,100,100,100
02909,44,007,001400,44007001400,2335,789,281731,281731,43540,16832,9025912,8954986,6693,2295,904707,904707,5.36,4.69,3.12,3.15,34.89,34.38,31.14,31.14
02909,44,007,001600,44007001600,8509,2795,1216954,1216954,43540,16832,9025912,8954986,8540,2804,1218295,1218295,19.54,16.61,13.48,13.59,99.64,99.68,99.89,99.89
02909,44,007,001700,44007001700,3738,1510,638889,638889,43540,16832,9025912,8954986,3744,1513,639227,639227,8.59,8.97,7.08,7.13,99.84,99.8,99.95,99.95
02909,44,007,001800,44007001800,7114,2411,1838945,1828588,43540,16832,9025912,8954986,7114,2411,1838945,1828588,16.34,14.32,20.37,20.42,100,100,100,100
02909,44,007,001900,44007001900,5559,2393,1130626,1090559,43540,16832,9025912,8954986,5559,2393,1130626,1090559,12.77,14.22,12.53,12.18,100,100,100,100
02909,44,007,002000,44007002000,5315,1990,1246524,1234624,43540,16832,9025912,8954986,6323,2134,1464627,1452727,12.21,11.82,13.81,13.79,84.06,93.25,85.11,84.99
02909,44,007,002102,44007002102,1757,616,240871,240871,43540,16832,9025912,8954986,5839,2156,829876,829876,4.04,3.66,2.67,2.69,30.09,28.57,29.02,29.02
02909,44,007,002200,44007002200,244,86,24295,24295,43540,16832,9025912,8954986,4746,1851,813499,813499,.56,.51,.27,.27,5.14,4.65,2.99,2.99
02909,44,007,002400,44007002400,45,15,906181,900839,43540,16832,9025912,8954986,6760,2200,3066888,3061546,.1,.09,10.04,10.06,.67,.68,29.55,29.42
02909,44,007,002500,44007002500,106,65,141778,138518,43540,16832,9025912,8954986,2984,1572,1229629,1196922,.24,.39,1.57,1.55,3.55,4.13,11.53,11.57
02909,44,007,014700,44007014700,15,3,5118,5118,43540,16832,9025912,8954986,7344,3177,3985436,3638768,.03,.02,.06,.06,.2,.09,.13,.14
02910,44,007,000102,44007000102,45,20,115408,47567,21000,9042,9379449,8913159,5303,1950,2896016,2381486,.21,.22,1.23,.53,.85,1.03,3.99,2
02910,44,007,001500,44007001500,279,123,205846,205352,21000,9042,9379449,8913159,2994,1108,1728807,1423998,1.33,1.36,2.19,2.3,9.32,11.1,11.91,14.42
02910,44,007,013600,44007013600,2050,864,1671055,1543850,21000,9042,9379449,8913159,2973,1236,2068328,1930096,9.76,9.56,17.82,17.32,68.95,69.9,80.79,79.99
02910,44,007,013701,44007013701,4138,1760,1412297,1412297,21000,9042,9379449,8913159,4138,1760,1412297,1412297,19.7,19.46,15.06,15.85,100,100,100,100
02910,44,007,013702,44007013702,2799,1238,886108,802837,21000,9042,9379449,8913159,2799,1238,886108,802837,13.33,13.69,9.45,9.01,100,100,100,100
02910,44,007,013800,44007013800,4768,2199,2300648,2268157,21000,9042,9379449,8913159,4768,2199,2300648,2268157,22.7,24.32,24.53,25.45,100,100,100,100
02910,44,007,014000,44007014000,5511,2253,2007259,2003366,21000,9042,9379449,8913159,5772,2425,2066549,2062656,26.24,24.92,21.4,22.48,95.48,92.91,97.13,97.13
02910,44,007,014100,44007014100,968,419,595194,444099,21000,9042,9379449,8913159,5052,2106,2095669,1920337,4.61,4.63,6.35,4.98,19.16,19.9,28.4,23.13
02910,44,007,014700,44007014700,442,166,185634,185634,21000,9042,9379449,8913159,7344,3177,3985436,3638768,2.1,1.84,1.98,2.08,6.02,5.23,4.66,5.1
02911,44,007,002000,44007002000,987,136,74420,74420,15574,6975,6542852,6411107,6323,2134,1464627,1452727,6.34,1.95,1.14,1.16,15.61,6.37,5.08,5.12
02911,44,007,002400,44007002400,5,4,98702,98702,15574,6975,6542852,6411107,6760,2200,3066888,3061546,.03,.06,1.51,1.54,.07,.18,3.22,3.22
02911,44,007,012000,44007012000,4602,1962,2251042,2251042,15574,6975,6542852,6411107,5935,2690,2893011,2893011,29.55,28.13,34.4,35.11,77.54,72.94,77.81,77.81
02911,44,007,012102,44007012102,4325,2074,1610302,1528262,15574,6975,6542852,6411107,4325,2074,1610302,1528262,27.77,29.73,24.61,23.84,100,100,100,100
02911,44,007,012103,44007012103,1437,730,455429,455429,15574,6975,6542852,6411107,2964,1625,788967,788967,9.23,10.47,6.96,7.1,48.48,44.92,57.72,57.72
02911,44,007,012104,44007012104,4218,2069,2052957,2003252,15574,6975,6542852,6411107,4218,2069,2052957,2003252,27.08,29.66,31.38,31.25,100,100,100,100
02912,44,007,003602,44007003602,1370,3,112446,112446,1370,3,112446,112446,5937,807,823572,823572,100,100,100,100,23.08,.37,13.65,13.65
02914,44,007,010200,44007010200,6369,2833,2945017,2661862,21963,9766,13655391,12653252,6600,2924,3060032,2776877,29,29.01,21.57,21.04,96.5,96.89,96.24,95.86
02914,44,007,010300,44007010300,3438,1631,3472268,3461627,21963,9766,13655391,12653252,4090,1919,3743287,3732646,15.65,16.7,25.43,27.36,84.06,84.99,92.76,92.74
02914,44,007,010400,44007010400,6661,3031,3850065,3142756,21963,9766,13655391,12653252,6661,3031,3850065,3142756,30.33,31.04,28.19,24.84,100,100,100,100
02914,44,007,010501,44007010501,4660,1916,2953919,2952885,21963,9766,13655391,12653252,4661,1917,3876454,3871344,21.22,19.62,21.63,23.34,99.98,99.95,76.2,76.28
02914,44,007,010502,44007010502,835,355,434122,434122,21963,9766,13655391,12653252,4731,2263,7524234,6756759,3.8,3.64,3.18,3.43,17.65,15.69,5.77,6.43
02915,44,007,010501,44007010501,1,1,922535,918459,16897,7895,20528358,14329687,4661,1917,3876454,3871344,.01,.01,4.49,6.41,.02,.05,23.8,23.72
02915,44,007,010502,44007010502,3896,1908,7090112,6322637,16897,7895,20528358,14329687,4731,2263,7524234,6756759,23.06,24.17,34.54,44.12,82.35,84.31,94.23,93.57
02915,44,007,010600,44007010600,6367,3077,7688118,2423212,16897,7895,20528358,14329687,6367,3077,7688118,2423212,37.68,38.97,37.45,16.91,100,100,100,100
02915,44,007,010701,44007010701,2378,1054,2817992,2794982,16897,7895,20528358,14329687,2378,1054,2817992,2794982,14.07,13.35,13.73,19.5,100,100,100,100
02915,44,007,010702,44007010702,4255,1855,2009601,1870397,16897,7895,20528358,14329687,4255,1855,2009601,1870397,25.18,23.5,9.79,13.05,100,100,100,100
02916,44,007,010101,44007010101,3832,1702,2579092,2482040,8139,3763,7660428,6617778,3870,1718,3609831,3174978,47.08,45.23,33.67,37.51,99.02,99.07,71.45,78.18
02916,44,007,010102,44007010102,3424,1682,4695302,3749704,8139,3763,7660428,6617778,3424,1682,4695302,3749704,42.07,44.7,61.29,56.66,100,100,100,100
02916,44,007,010200,44007010200,231,91,115015,115015,8139,3763,7660428,6617778,6600,2924,3060032,2776877,2.84,2.42,1.5,1.74,3.5,3.11,3.76,4.14
02916,44,007,010300,44007010300,652,288,271019,271019,8139,3763,7660428,6617778,4090,1919,3743287,3732646,8.01,7.65,3.54,4.1,15.94,15.01,7.24,7.26
02917,44,007,012601,44007012601,4231,632,21523851,20329071,13762,4689,58183853,55253789,4409,716,22012683,20817903,30.74,13.48,36.99,36.79,95.96,88.27,97.78,97.65
02917,44,007,012602,44007012602,6997,3127,21653147,20934969,13762,4689,58183853,55253789,6997,3127,21653147,20934969,50.84,66.69,37.22,37.89,100,100,100,100
02917,44,007,012701,44007012701,2491,911,14951829,13934723,13762,4689,58183853,55253789,5383,2089,22001665,20688871,18.1,19.43,25.7,25.22,46.28,43.61,67.96,67.35
02917,44,007,012702,44007012702,43,19,55026,55026,13762,4689,58183853,55253789,4641,1974,6234119,5689957,.31,.41,.09,.1,.93,.96,.88,.97
02919,44,007,002000,44007002000,21,8,143683,143683,28790,12447,63118674,60827987,6323,2134,1464627,1452727,.07,.06,.23,.24,.33,.37,9.81,9.89
02919,44,007,012200,44007012200,7187,2876,36818786,35235091,28790,12447,63118674,60827987,7187,2876,36818786,35235091,24.96,23.11,58.33,57.93,100,100,100,100
02919,44,007,012300,44007012300,6656,2877,10105236,9913303,28790,12447,63118674,60827987,6656,2877,10105236,9913303,23.12,23.11,16.01,16.3,100,100,100,100
02919,44,007,012401,44007012401,6950,2914,5039211,5016509,28790,12447,63118674,60827987,6950,2914,5039211,5016509,24.14,23.41,7.98,8.25,100,100,100,100
02919,44,007,012402,44007012402,2486,1130,3608960,3550688,28790,12447,63118674,60827987,2486,1130,3608960,3550688,8.63,9.08,5.72,5.84,100,100,100,100
02919,44,007,012500,44007012500,5490,2642,7402798,6968713,28790,12447,63118674,60827987,5490,2642,7402798,6968713,19.07,21.23,11.73,11.46,100,100,100,100
02920,44,007,001600,44007001600,31,9,1341,1341,37547,15260,24367804,23780134,8540,2804,1218295,1218295,.08,.06,.01,.01,.36,.32,.11,.11
02920,44,007,001700,44007001700,6,3,338,338,37547,15260,24367804,23780134,3744,1513,639227,639227,.02,.02,0,0,.16,.2,.05,.05
02920,44,007,013900,44007013900,2992,1522,2462112,2440445,37547,15260,24367804,23780134,2992,1522,2462112,2440445,7.97,9.97,10.1,10.26,100,100,100,100
02920,44,007,014000,44007014000,261,172,59290,59290,37547,15260,24367804,23780134,5772,2425,2066549,2062656,.7,1.13,.24,.25,4.52,7.09,2.87,2.87
02920,44,007,014100,44007014100,4084,1687,1361039,1336802,37547,15260,24367804,23780134,5052,2106,2095669,1920337,10.88,11.06,5.59,5.62,80.84,80.1,64.95,69.61
02920,44,007,014200,44007014200,5715,878,5080375,5027202,37547,15260,24367804,23780134,5715,878,5080375,5027202,15.22,5.75,20.85,21.14,100,100,100,100
02920,44,007,014300,44007014300,4716,2205,2735800,2728773,37547,15260,24367804,23780134,4716,2205,2735800,2728773,12.56,14.45,11.23,11.48,100,100,100,100
02920,44,007,014400,44007014400,3693,1786,2630402,2629662,37547,15260,24367804,23780134,3693,1786,2630402,2629662,9.84,11.7,10.79,11.06,100,100,100,100
02920,44,007,014502,44007014502,3239,1476,2162658,2057846,37547,15260,24367804,23780134,4096,1988,3333454,3228642,8.63,9.67,8.88,8.65,79.08,74.25,64.88,63.74
02920,44,007,014600,44007014600,1210,505,1157663,1152757,37547,15260,24367804,23780134,6991,2497,26704283,26388586,3.22,3.31,4.75,4.85,17.31,20.22,4.34,4.37
02920,44,007,014700,44007014700,6887,3008,3794684,3448016,37547,15260,24367804,23780134,7344,3177,3985436,3638768,18.34,19.71,15.57,14.5,93.78,94.68,95.21,94.76
02920,44,007,014800,44007014800,4713,2009,2922102,2897662,37547,15260,24367804,23780134,5591,2422,3785005,3749976,12.55,13.17,11.99,12.19,84.3,82.95,77.2,77.27
02921,44,007,014501,44007014501,5179,1729,9991943,9927992,12361,4506,34338603,34041167,5179,1729,9991943,9927992,41.9,38.37,29.1,29.16,100,100,100,100
02921,44,007,014502,44007014502,857,512,1170796,1170796,12361,4506,34338603,34041167,4096,1988,3333454,3228642,6.93,11.36,3.41,3.44,20.92,25.75,35.12,36.26
02921,44,007,014600,44007014600,5447,1852,22312961,22090065,12361,4506,34338603,34041167,6991,2497,26704283,26388586,44.07,41.1,64.98,64.89,77.91,74.17,83.56,83.71
02921,44,007,014800,44007014800,878,413,862903,852314,12361,4506,34338603,34041167,5591,2422,3785005,3749976,7.1,9.17,2.51,2.5,15.7,17.05,22.8,22.73
03031,33,011,014201,33011014201,17,11,25983,25983,11247,4302,91132381,89774262,5876,2031,25160680,24992569,.15,.26,.03,.03,.29,.54,.1,.1
03031,33,011,015100,33011015100,5265,1955,48861474,48591098,11247,4302,91132381,89774262,5265,1955,48861474,48591098,46.81,45.44,53.62,54.13,100,100,100,100
03031,33,011,015200,33011015200,5936,2325,41046205,39958462,11247,4302,91132381,89774262,5936,2325,41046205,39958462,52.78,54.04,45.04,44.51,100,100,100,100
03031,33,011,016201,33011016201,25,9,197899,197899,11247,4302,91132381,89774262,7017,3283,8956622,8946491,.22,.21,.22,.22,.36,.27,2.21,2.21
03031,33,011,016202,33011016202,4,2,1000820,1000820,11247,4302,91132381,89774262,5109,1824,45213917,45094901,.04,.05,1.1,1.11,.08,.11,2.21,2.22
03032,33,015,004000,33015004000,4953,1814,74339113,65270868,4953,1814,74339113,65270868,4953,1814,74339113,65270868,100,100,100,100,100,100,100,100
03033,33,011,018000,33011018000,4987,1698,52138928,51203527,4987,1698,52138928,51203527,4991,1700,52150208,51214807,100,100,100,100,99.92,99.88,99.98,99.98
03034,33,015,050000,33015050000,3909,1494,79184867,78557811,3970,1512,86390626,85421126,3909,1494,79184867,78557811,98.46,98.81,91.66,91.97,100,100,100,100
03034,33,015,056000,33015056000,61,18,7205759,6863315,3970,1512,86390626,85421126,4280,1743,135223390,131799380,1.54,1.19,8.34,8.03,1.43,1.03,5.33,5.21
03036,33,015,003301,33015003301,14,6,62946,62946,4782,1602,67517794,67201175,4567,1599,22207251,21643739,.29,.37,.09,.09,.31,.38,.28,.29
03036,33,015,051000,33015051000,4768,1596,67454848,67138229,4782,1602,67517794,67201175,4768,1596,67454848,67138229,99.71,99.63,99.91,99.91,100,100,100,100
03037,33,015,056000,33015056000,4219,1725,128017631,124936065,4219,1725,128017631,124936065,4280,1743,135223390,131799380,100,100,100,100,98.57,98.97,94.67,94.79
03038,33,015,003301,33015003301,4553,1593,22144305,21580793,33269,13415,95458101,93204530,4567,1599,22207251,21643739,13.69,11.87,23.2,23.15,99.69,99.62,99.72,99.71
03038,33,015,003302,33015003302,4995,1908,12132694,12071220,33269,13415,95458101,93204530,4995,1908,12132694,12071220,15.01,14.22,12.71,12.95,100,100,100,100
03038,33,015,003400,33015003400,5355,2528,5525906,5427595,33269,13415,95458101,93204530,5355,2528,5525906,5427595,16.1,18.84,5.79,5.82,100,100,100,100
03038,33,015,003500,33015003500,5782,2785,5529060,5529060,33269,13415,95458101,93204530,5782,2785,5529060,5529060,17.38,20.76,5.79,5.93,100,100,100,100
