,Station_Longitude,Station_Name,Station_Latitude,lonlat,ZIPCODE
801,-73.975098,Bergen St,40.680828999999996,"(-73.975098000000003, 40.680828999999996)",11217
1198,-73.97689,Atlantic Av,40.684459999999994,"(-73.976889999999997, 40.684459999999994)",11217
1594,-73.980492,Nevins St,40.688246,"(-73.980491999999998, 40.688245999999999)",11217
1595,-73.980492,Nevins St,40.688246,"(-73.980491999999998, 40.688245999999999)",11217
1596,-73.975098,Bergen St,40.680828999999996,"(-73.975098000000003, 40.680828999999996)",11217
1597,-73.975098,Bergen St,40.680828999999996,"(-73.975098000000003, 40.680828999999996)",11217
1598,-73.975098,Bergen St,40.680828999999996,"(-73.975098000000003, 40.680828999999996)",11217
63,-73.98311,Union St,40.677316,"(-73.983109999999996, 40.677315999999998)",11215
64,-73.98311,Union St,40.677316,"(-73.983109999999996, 40.677315999999998)",11215
65,-73.98311,Union St,40.677316,"(-73.983109999999996, 40.677315999999998)",11215
66,-73.988302,9th St,40.670846999999995,"(-73.988302000000004, 40.670846999999995)",11215
67,-73.99287199999999,Prospect Av,40.665414,"(-73.992871999999991, 40.665413999999998)",11215
68,-73.99287199999999,Prospect Av,40.665414,"(-73.992871999999991, 40.665413999999998)",11215
552,-73.995959,Smith-9th St,40.67358,"(-73.995958999999999, 40.673580000000001)",11215
553,-73.989779,4th Av,40.670272,"(-73.989778999999999, 40.670271999999997)",11215
554,-73.989779,4th Av,40.670272,"(-73.989778999999999, 40.670271999999997)",11215
555,-73.980305,7th Av,40.666271,"(-73.980305000000001, 40.666271000000002)",11215
556,-73.980305,7th Av,40.666271,"(-73.980305000000001, 40.666271000000002)",11215
557,-73.980305,7th Av,40.666271,"(-73.980305000000001, 40.666271000000002)",11215
558,-73.980305,7th Av,40.666271,"(-73.980305000000001, 40.666271000000002)",11215
559,-73.980305,7th Av,40.666271,"(-73.980305000000001, 40.666271000000002)",11215
560,-73.980305,7th Av,40.666271,"(-73.980305000000001, 40.666271000000002)",11215
561,-73.980305,7th Av,40.666271,"(-73.980305000000001, 40.666271000000002)",11215
562,-73.980305,7th Av,40.666271,"(-73.980305000000001, 40.666271000000002)",11215
563,-73.979493,Prospect Park-15 St,40.660365000000006,"(-73.979493000000005, 40.660365000000006)",11215
564,-73.979493,Prospect Park-15 St,40.660365000000006,"(-73.979493000000005, 40.660365000000006)",11215
1186,-73.98311,Union St,40.677316,"(-73.983109999999996, 40.677315999999998)",11215
1187,-73.988302,9th St,40.670846999999995,"(-73.988302000000004, 40.670846999999995)",11215
1188,-73.99287199999999,Prospect Av,40.665414,"(-73.992871999999991, 40.665413999999998)",11215
1436,-73.979493,Prospect Park-15 St,40.660365000000006,"(-73.979493000000005, 40.660365000000006)",11215
1437,-73.979493,Prospect Park-15 St,40.660365000000006,"(-73.979493000000005, 40.660365000000006)",11215
1438,-73.979493,Prospect Park-15 St,40.660365000000006,"(-73.979493000000005, 40.660365000000006)",11215
1439,-73.979493,Prospect Park-15 St,40.660365000000006,"(-73.979493000000005, 40.660365000000006)",11215
69,-73.998091,25th St,40.660396999999996,"(-73.998091000000002, 40.660396999999996)",11232
70,-74.00354899999999,36th St,40.655144,"(-74.003548999999992, 40.655144)",11232
71,-74.00354899999999,36th St,40.655144,"(-74.003548999999992, 40.655144)",11232
72,-74.00354899999999,36th St,40.655144,"(-74.003548999999992, 40.655144)",11232
1189,-73.998091,25th St,40.660396999999996,"(-73.998091000000002, 40.660396999999996)",11232
73,-74.010006,45th St,40.648939,"(-74.010006000000004, 40.648938999999999)",11220
74,-74.010006,45th St,40.648939,"(-74.010006000000004, 40.648938999999999)",11220
75,-74.010006,45th St,40.648939,"(-74.010006000000004, 40.648938999999999)",11220
76,-74.010006,45th St,40.648939,"(-74.010006000000004, 40.648938999999999)",11220
77,-74.014034,53rd St,40.645069,"(-74.014033999999995, 40.645068999999999)",11220
78,-74.014034,53rd St,40.645069,"(-74.014033999999995, 40.645068999999999)",11220
79,-74.014034,53rd St,40.645069,"(-74.014033999999995, 40.645068999999999)",11220
80,-74.014034,53rd St,40.645069,"(-74.014033999999995, 40.645068999999999)",11220
81,-74.017881,59th St,40.641362,"(-74.017881000000003, 40.641362000000001)",11220
82,-74.017881,59th St,40.641362,"(-74.017881000000003, 40.641362000000001)",11220
83,-74.017881,59th St,40.641362,"(-74.017881000000003, 40.641362000000001)",11220
84,-74.017881,59th St,40.641362,"(-74.017881000000003, 40.641362000000001)",11220
85,-74.023377,Bay Ridge Av,40.634966999999996,"(-74.023376999999996, 40.634966999999996)",11220
86,-74.023377,Bay Ridge Av,40.634966999999996,"(-74.023376999999996, 40.634966999999996)",11220
157,-74.011719,8th Av,40.635064,"(-74.011718999999999, 40.635064)",11220
1190,-74.014034,53rd St,40.645069,"(-74.014033999999995, 40.645068999999999)",11220
1191,-74.017881,59th St,40.641362,"(-74.017881000000003, 40.641362000000001)",11220
1192,-74.017881,59th St,40.641362,"(-74.017881000000003, 40.641362000000001)",11220
1193,-74.023377,Bay Ridge Av,40.634966999999996,"(-74.023376999999996, 40.634966999999996)",11220
87,-74.02551,77th St,40.629742,"(-74.025509999999997, 40.629742)",11209
88,-74.02551,77th St,40.629742,"(-74.025509999999997, 40.629742)",11209
89,-74.028398,86th St,40.622687,"(-74.028397999999996, 40.622686999999999)",11209
90,-74.028398,86th St,40.622687,"(-74.028397999999996, 40.622686999999999)",11209
91,-74.030876,95th St,40.616622,"(-74.030876000000006, 40.616622)",11209
92,-74.030876,95th St,40.616622,"(-74.030876000000006, 40.616622)",11209
93,-74.030876,95th St,40.616622,"(-74.030876000000006, 40.616622)",11209
1194,-74.02551,77th St,40.629742,"(-74.025509999999997, 40.629742)",11209
1195,-74.028398,86th St,40.622687,"(-74.028397999999996, 40.622686999999999)",11209
1196,-74.030876,95th St,40.616622,"(-74.030876000000006, 40.616622)",11209
1197,-74.030876,95th St,40.616622,"(-74.030876000000006, 40.616622)",11209
96,-73.962246,Prospect Park,40.661614,"(-73.962245999999993, 40.661614)",11225
97,-73.961495,Parkside Av,40.655291999999996,"(-73.961494999999999, 40.655291999999996)",11225
269,-73.959245,Botanic Gardens,40.670343,"(-73.959244999999996, 40.670343000000003)",11225
808,-73.95813100000001,Franklin Av,40.670682,"(-73.958131000000009, 40.670681999999999)",11225
809,-73.95813100000001,Franklin Av,40.670682,"(-73.958131000000009, 40.670681999999999)",11225
810,-73.95813100000001,Franklin Av,40.670682,"(-73.958131000000009, 40.670681999999999)",11225
811,-73.95813100000001,Franklin Av,40.670682,"(-73.958131000000009, 40.670681999999999)",11225
812,-73.950466,Nostrand Av,40.669847,"(-73.950466000000006, 40.669846999999997)",11225
813,-73.950466,Nostrand Av,40.669847,"(-73.950466000000006, 40.669846999999997)",11225
837,-73.950683,President St,40.667883,"(-73.950682999999998, 40.667883000000003)",11225
838,-73.950683,President St,40.667883,"(-73.950682999999998, 40.667883000000003)",11225
839,-73.95085,Sterling St,40.662742,"(-73.950850000000003, 40.662742000000001)",11225
840,-73.95085,Sterling St,40.662742,"(-73.950850000000003, 40.662742000000001)",11225
841,-73.9502,Winthrop St,40.656652,"(-73.950199999999995, 40.656652000000001)",11225
1199,-73.962246,Prospect Park,40.661614,"(-73.962245999999993, 40.661614)",11225
1200,-73.962246,Prospect Park,40.661614,"(-73.962245999999993, 40.661614)",11225
1201,-73.961495,Parkside Av,40.655291999999996,"(-73.961494999999999, 40.655291999999996)",11225
1601,-73.9502,Winthrop St,40.656652,"(-73.950199999999995, 40.656652000000001)",11225
98,-73.962982,Church Av,40.650527000000004,"(-73.962981999999997, 40.650527000000004)",11226
99,-73.964492,Beverly Rd,40.644031,"(-73.964492000000007, 40.644030999999998)",11226
100,-73.963891,Cortelyou Rd,40.640927000000005,"(-73.963891000000004, 40.640927000000005)",11226
101,-73.962793,Newkirk Av,40.635082000000004,"(-73.962793000000005, 40.635082000000004)",11226
842,-73.949575,Church Av,40.650843,"(-73.949574999999996, 40.650843000000002)",11226
843,-73.949575,Church Av,40.650843,"(-73.949574999999996, 40.650843000000002)",11226
844,-73.949575,Church Av,40.650843,"(-73.949574999999996, 40.650843000000002)",11226
845,-73.948959,Beverly Rd,40.645098,"(-73.948959000000002, 40.645097999999997)",11226
846,-73.948411,Newkirk Av,40.639967,"(-73.948410999999993, 40.639966999999999)",11226
1202,-73.962982,Church Av,40.650527000000004,"(-73.962981999999997, 40.650527000000004)",11226
1602,-73.949575,Church Av,40.650843,"(-73.949574999999996, 40.650843000000002)",11226
1603,-73.949575,Church Av,40.650843,"(-73.949574999999996, 40.650843000000002)",11226
1604,-73.949575,Church Av,40.650843,"(-73.949574999999996, 40.650843000000002)",11226
1605,-73.949575,Church Av,40.650843,"(-73.949574999999996, 40.650843000000002)",11226
1606,-73.948959,Beverly Rd,40.645098,"(-73.948959000000002, 40.645097999999997)",11226
1607,-73.948411,Newkirk Av,40.639967,"(-73.948410999999993, 40.639966999999999)",11226
1782,-73.948411,Newkirk Av,40.639967,"(-73.948410999999993, 40.639966999999999)",11226
102,-73.961639,Av H,40.62927,"(-73.961639000000005, 40.629269999999998)",11230
103,-73.960803,Av J,40.625039,"(-73.960802999999999, 40.625039000000001)",11230
104,-73.959399,Av M,40.617618,"(-73.959399000000005, 40.617618)",11230
574,-73.97697099999999,18th Av,40.629754999999996,"(-73.976970999999992, 40.629754999999996)",11230
575,-73.97697099999999,18th Av,40.629754999999996,"(-73.976970999999992, 40.629754999999996)",11230
576,-73.976127,Av I,40.625322,"(-73.976127000000005, 40.625321999999997)",11230
577,-73.976127,Av I,40.625322,"(-73.976127000000005, 40.625321999999997)",11230
578,-73.975264,Bay Parkway-22nd Av,40.620769,"(-73.975263999999996, 40.620769000000003)",11230
579,-73.975264,Bay Parkway-22nd Av,40.620769,"(-73.975263999999996, 40.620769000000003)",11230
580,-73.975264,Bay Parkway-22nd Av,40.620769,"(-73.975263999999996, 40.620769000000003)",11230
581,-73.974197,Av N,40.615140000000004,"(-73.974197000000004, 40.615140000000004)",11230
582,-73.974197,Av N,40.615140000000004,"(-73.974197000000004, 40.615140000000004)",11230
1203,-73.960803,Av J,40.625039,"(-73.960802999999999, 40.625039000000001)",11230
1204,-73.960803,Av J,40.625039,"(-73.960802999999999, 40.625039000000001)",11230
1205,-73.959399,Av M,40.617618,"(-73.959399000000005, 40.617618)",11230
1445,-73.97697099999999,18th Av,40.629754999999996,"(-73.976970999999992, 40.629754999999996)",11230
1446,-73.97697099999999,18th Av,40.629754999999996,"(-73.976970999999992, 40.629754999999996)",11230
1447,-73.974197,Av N,40.615140000000004,"(-73.974197000000004, 40.615140000000004)",11230
1448,-73.974197,Av N,40.615140000000004,"(-73.974197000000004, 40.615140000000004)",11230
1764,-73.961639,Av H,40.62927,"(-73.961639000000005, 40.629269999999998)",11230
1773,-73.976127,Av I,40.625322,"(-73.976127000000005, 40.625321999999997)",11230
1842,-73.976127,Av I,40.625322,"(-73.976127000000005, 40.625321999999997)",11230
105,-73.957734,Kings Highway,40.608670000000004,"(-73.957734000000002, 40.608670000000004)",11229
106,-73.955929,Av U,40.5993,"(-73.955928999999998, 40.599299999999999)",11229
107,-73.955161,Neck Rd,40.595246,"(-73.955161000000004, 40.595246000000003)",11229
1206,-73.957734,Kings Highway,40.608670000000004,"(-73.957734000000002, 40.608670000000004)",11229
1794,-73.957734,Kings Highway,40.608670000000004,"(-73.957734000000002, 40.608670000000004)",11229
108,-73.954155,Sheepshead Bay,40.586896,"(-73.954155, 40.586896000000003)",11235
109,-73.961376,Brighton Beach,40.577621,"(-73.961376000000001, 40.577621000000001)",11235
110,-73.961376,Brighton Beach,40.577621,"(-73.961376000000001, 40.577621000000001)",11235
111,-73.961376,Brighton Beach,40.577621,"(-73.961376000000001, 40.577621000000001)",11235
112,-73.961376,Brighton Beach,40.577621,"(-73.961376000000001, 40.577621000000001)",11235
113,-73.968501,Ocean Parkway,40.576312,"(-73.968501000000003, 40.576312000000001)",11235
114,-73.968501,Ocean Parkway,40.576312,"(-73.968501000000003, 40.576312000000001)",11235
115,-73.968501,Ocean Parkway,40.576312,"(-73.968501000000003, 40.576312000000001)",11235
116,-73.968501,Ocean Parkway,40.576312,"(-73.968501000000003, 40.576312000000001)",11235
1207,-73.954155,Sheepshead Bay,40.586896,"(-73.954155, 40.586896000000003)",11235
1208,-73.961376,Brighton Beach,40.577621,"(-73.961376000000001, 40.577621000000001)",11235
1209,-73.961376,Brighton Beach,40.577621,"(-73.961376000000001, 40.577621000000001)",11235
1210,-73.961376,Brighton Beach,40.577621,"(-73.961376000000001, 40.577621000000001)",11235
1211,-73.961376,Brighton Beach,40.577621,"(-73.961376000000001, 40.577621000000001)",11235
1212,-73.968501,Ocean Parkway,40.576312,"(-73.968501000000003, 40.576312000000001)",11235
1213,-73.968501,Ocean Parkway,40.576312,"(-73.968501000000003, 40.576312000000001)",11235
117,-73.975939,West 8th St,40.576127,"(-73.975938999999997, 40.576127)",11224
118,-73.975939,West 8th St,40.576127,"(-73.975938999999997, 40.576127)",11224
119,-73.98123299999999,Stillwell Av,40.577422,"(-73.981232999999989, 40.577421999999999)",11224
591,-73.974574,Neptune Av-Van Siclen,40.581011,"(-73.974574000000004, 40.581010999999997)",11224
592,-73.974574,Neptune Av-Van Siclen,40.581011,"(-73.974574000000004, 40.581010999999997)",11224
1214,-73.975939,West 8th St,40.576127,"(-73.975938999999997, 40.576127)",11224
1215,-73.975939,West 8th St,40.576127,"(-73.975938999999997, 40.576127)",11224
1216,-73.98123299999999,Stillwell Av,40.577422,"(-73.981232999999989, 40.577421999999999)",11224
120,-73.994324,9th Av,40.646291999999995,"(-73.994324000000006, 40.646291999999995)",11219
121,-73.994304,Fort Hamilton Parkway,40.640914,"(-73.994304, 40.640914000000002)",11219
122,-73.994304,Fort Hamilton Parkway,40.640914,"(-73.994304, 40.640914000000002)",11219
123,-73.994304,Fort Hamilton Parkway,40.640914,"(-73.994304, 40.640914000000002)",11219
124,-73.994304,Fort Hamilton Parkway,40.640914,"(-73.994304, 40.640914000000002)",11219
125,-73.994791,50th St,40.63626,"(-73.994791000000006, 40.63626)",11219
126,-73.994791,50th St,40.63626,"(-73.994791000000006, 40.63626)",11219
127,-73.994791,50th St,40.63626,"(-73.994791000000006, 40.63626)",11219
128,-73.994791,50th St,40.63626,"(-73.994791000000006, 40.63626)",11219
129,-73.995476,55th St,40.631434999999996,"(-73.995475999999996, 40.631434999999996)",11219
130,-73.995476,55th St,40.631434999999996,"(-73.995475999999996, 40.631434999999996)",11219
131,-73.995476,55th St,40.631434999999996,"(-73.995475999999996, 40.631434999999996)",11219
158,-74.005351,Fort Hamilton Parkway,40.631386,"(-74.005351000000005, 40.631385999999999)",11219
159,-73.996353,New Utrecht Av,40.624842,"(-73.996352999999999, 40.624842000000001)",11219
1217,-73.996895,62nd St,40.626472,"(-73.996894999999995, 40.626472)",11219
1218,-73.996895,62nd St,40.626472,"(-73.996894999999995, 40.626472)",11219
1219,-73.996895,62nd St,40.626472,"(-73.996894999999995, 40.626472)",11219
1220,-74.005351,Fort Hamilton Parkway,40.631386,"(-74.005351000000005, 40.631385999999999)",11219
1221,-73.996353,New Utrecht Av,40.624842,"(-73.996352999999999, 40.624842000000001)",11219
132,-73.998864,71st St,40.619589000000005,"(-73.998863999999998, 40.619589000000005)",11228
133,-73.998864,71st St,40.619589000000005,"(-73.998863999999998, 40.619589000000005)",11228
134,-73.998864,71st St,40.619589000000005,"(-73.998863999999998, 40.619589000000005)",11228
135,-73.998864,71st St,40.619589000000005,"(-73.998863999999998, 40.619589000000005)",11228
1737,-73.998864,71st St,40.619589000000005,"(-73.998863999999998, 40.619589000000005)",11228
1765,-73.998864,71st St,40.619589000000005,"(-73.998863999999998, 40.619589000000005)",11228
136,-74.00061,79th St,40.613501,"(-74.000609999999995, 40.613500999999999)",11214
137,-74.00061,79th St,40.613501,"(-74.000609999999995, 40.613500999999999)",11214
138,-74.001736,18th Av,40.607954,"(-74.001735999999994, 40.607953999999999)",11214
139,-74.001736,18th Av,40.607954,"(-74.001735999999994, 40.607953999999999)",11214
140,-74.001736,18th Av,40.607954,"(-74.001735999999994, 40.607953999999999)",11214
141,-73.998168,20th Av,40.604556,"(-73.998168000000007, 40.604556000000002)",11214
142,-73.998168,20th Av,40.604556,"(-73.998168000000007, 40.604556000000002)",11214
143,-73.998168,20th Av,40.604556,"(-73.998168000000007, 40.604556000000002)",11214
144,-73.998168,20th Av,40.604556,"(-73.998168000000007, 40.604556000000002)",11214
145,-73.993728,Bay Parkway,40.601875,"(-73.993728000000004, 40.601875)",11214
146,-73.993728,Bay Parkway,40.601875,"(-73.993728000000004, 40.601875)",11214
147,-73.993728,Bay Parkway,40.601875,"(-73.993728000000004, 40.601875)",11214
148,-73.993728,Bay Parkway,40.601875,"(-73.993728000000004, 40.601875)",11214
149,-73.986829,25th Av,40.597704,"(-73.986829, 40.597704)",11214
150,-73.986829,25th Av,40.597704,"(-73.986829, 40.597704)",11214
151,-73.986829,25th Av,40.597704,"(-73.986829, 40.597704)",11214
152,-73.986829,25th Av,40.597704,"(-73.986829, 40.597704)",11214
153,-73.983765,Bay 50th St,40.588840999999995,"(-73.983765000000005, 40.588840999999995)",11214
154,-73.983765,Bay 50th St,40.588840999999995,"(-73.983765000000005, 40.588840999999995)",11214
155,-73.983765,Bay 50th St,40.588840999999995,"(-73.983765000000005, 40.588840999999995)",11214
156,-73.983765,Bay 50th St,40.588840999999995,"(-73.983765000000005, 40.588840999999995)",11214
1738,-74.00061,79th St,40.613501,"(-74.000609999999995, 40.613500999999999)",11214
1766,-74.00061,79th St,40.613501,"(-74.000609999999995, 40.613500999999999)",11214
160,-73.990414,18th Av,40.620671,"(-73.990414000000001, 40.620671000000002)",11204
161,-73.985026,20th Av,40.61741,"(-73.985026000000005, 40.61741)",11204
162,-73.981848,Bay Parkway-22nd Av,40.611815,"(-73.981847999999999, 40.611815)",11204
583,-73.973022,Av P,40.608944,"(-73.973022, 40.608944000000001)",11204
584,-73.973022,Av P,40.608944,"(-73.973022, 40.608944000000001)",11204
1222,-73.990414,18th Av,40.620671,"(-73.990414000000001, 40.620671000000002)",11204
1223,-73.981848,Bay Parkway-22nd Av,40.611815,"(-73.981847999999999, 40.611815)",11204
163,-73.98035300000001,Kings Highway,40.603922999999995,"(-73.980353000000008, 40.603922999999995)",11223
164,-73.979137,Av U,40.597473,"(-73.979136999999994, 40.597473000000001)",11223
165,-73.97823000000001,86th St,40.592721000000004,"(-73.978230000000011, 40.592721000000004)",11223
585,-73.97236099999999,Kings Highway,40.603217,"(-73.972360999999992, 40.603217000000001)",11223
586,-73.97236099999999,Kings Highway,40.603217,"(-73.972360999999992, 40.603217000000001)",11223
587,-73.973357,Av U,40.596063,"(-73.973356999999993, 40.596063000000001)",11223
588,-73.973357,Av U,40.596063,"(-73.973356999999993, 40.596063000000001)",11223
589,-73.97425,Av X,40.589620000000004,"(-73.974249999999998, 40.589620000000004)",11223
590,-73.97425,Av X,40.589620000000004,"(-73.974249999999998, 40.589620000000004)",11223
1224,-73.98035300000001,Kings Highway,40.603922999999995,"(-73.980353000000008, 40.603922999999995)",11223
1225,-73.979137,Av U,40.597473,"(-73.979136999999994, 40.597473000000001)",11223
1449,-73.97236099999999,Kings Highway,40.603217,"(-73.972360999999992, 40.603217000000001)",11223
1450,-73.97236099999999,Kings Highway,40.603217,"(-73.972360999999992, 40.603217000000001)",11223
1774,-73.973357,Av U,40.596063,"(-73.973356999999993, 40.596063000000001)",11223
1843,-73.973357,Av U,40.596063,"(-73.973356999999993, 40.596063000000001)",11223
166,-73.828294,121st St,40.700492,"(-73.828294, 40.700491999999997)",11418
167,-73.828294,121st St,40.700492,"(-73.828294, 40.700491999999997)",11418
168,-73.836345,111th St,40.697418,"(-73.836344999999994, 40.697417999999999)",11418
169,-73.836345,111th St,40.697418,"(-73.836344999999994, 40.697417999999999)",11418
170,-73.84433,104th St-102nd St,40.695178000000006,"(-73.844329999999999, 40.695178000000006)",11418
171,-73.84433,104th St-102nd St,40.695178000000006,"(-73.844329999999999, 40.695178000000006)",11418
678,-73.816859,Jamaica-Van Wyck,40.702566,"(-73.816858999999994, 40.702565999999997)",11418
679,-73.816859,Jamaica-Van Wyck,40.702566,"(-73.816858999999994, 40.702565999999997)",11418
680,-73.816859,Jamaica-Van Wyck,40.702566,"(-73.816858999999994, 40.702565999999997)",11418
1226,-73.828294,121st St,40.700492,"(-73.828294, 40.700491999999997)",11418
1767,-73.828294,121st St,40.700492,"(-73.828294, 40.700491999999997)",11418
172,-73.851576,Woodhaven Blvd,40.693878999999995,"(-73.851575999999994, 40.693878999999995)",11421
173,-73.851576,Woodhaven Blvd,40.693878999999995,"(-73.851575999999994, 40.693878999999995)",11421
174,-73.86001,Forest Parkway-85th St,40.692434999999996,"(-73.860010000000003, 40.692434999999996)",11421
175,-73.86001,Forest Parkway-85th St,40.692434999999996,"(-73.860010000000003, 40.692434999999996)",11421
176,-73.867139,Elderts Lane-75th St,40.691324,"(-73.867138999999995, 40.691324000000002)",11421
177,-73.867139,Elderts Lane-75th St,40.691324,"(-73.867138999999995, 40.691324000000002)",11421
1227,-73.851576,Woodhaven Blvd,40.693878999999995,"(-73.851575999999994, 40.693878999999995)",11421
178,-73.87255,Cypress Hills,40.689941,"(-73.872550000000004, 40.689940999999997)",11208
179,-73.87255,Cypress Hills,40.689941,"(-73.872550000000004, 40.689940999999997)",11208
180,-73.87255,Cypress Hills,40.689941,"(-73.872550000000004, 40.689940999999997)",11208
181,-73.873785,Crescent St,40.683194,"(-73.873784999999998, 40.683194)",11208
182,-73.873785,Crescent St,40.683194,"(-73.873784999999998, 40.683194)",11208
183,-73.880039,Norwood Av,40.68141,"(-73.880038999999996, 40.68141)",11208
184,-73.880039,Norwood Av,40.68141,"(-73.880038999999996, 40.68141)",11208
185,-73.884639,Cleveland St,40.679947,"(-73.884639000000007, 40.679946999999999)",11208
186,-73.884639,Cleveland St,40.679947,"(-73.884639000000007, 40.679946999999999)",11208
406,-73.88075,Shepherd Av,40.67413,"(-73.880750000000006, 40.674129999999998)",11208
407,-73.88075,Shepherd Av,40.67413,"(-73.880750000000006, 40.674129999999998)",11208
408,-73.88075,Shepherd Av,40.67413,"(-73.880750000000006, 40.674129999999998)",11208
409,-73.88075,Shepherd Av,40.67413,"(-73.880750000000006, 40.674129999999998)",11208
410,-73.872106,Euclid Av,40.675377000000005,"(-73.872106000000002, 40.675377000000005)",11208
411,-73.872106,Euclid Av,40.675377000000005,"(-73.872106000000002, 40.675377000000005)",11208
412,-73.872106,Euclid Av,40.675377000000005,"(-73.872106000000002, 40.675377000000005)",11208
413,-73.872106,Euclid Av,40.675377000000005,"(-73.872106000000002, 40.675377000000005)",11208
414,-73.872106,Euclid Av,40.675377000000005,"(-73.872106000000002, 40.675377000000005)",11208
415,-73.86505,Grant Av,40.677044,"(-73.865049999999997, 40.677044000000002)",11208
187,-73.891688,Van Siclen Av,40.678024,"(-73.891688000000002, 40.678024000000001)",11207
188,-73.891688,Van Siclen Av,40.678024,"(-73.891688000000002, 40.678024000000001)",11207
189,-73.89865400000001,Alabama Av,40.676992,"(-73.898654000000008, 40.676991999999998)",11207
190,-73.89865400000001,Alabama Av,40.676992,"(-73.898654000000008, 40.676991999999998)",11207
253,-73.904046,Wilson Av,40.688764,"(-73.904045999999994, 40.688763999999999)",11207
254,-73.905249,Bushwick Av,40.682829,"(-73.905248999999998, 40.682828999999998)",11207
255,-73.903097,Atlantic Av,40.675345,"(-73.903097000000002, 40.675345)",11207
256,-73.903097,Atlantic Av,40.675345,"(-73.903097000000002, 40.675345)",11207
257,-73.903097,Atlantic Av,40.675345,"(-73.903097000000002, 40.675345)",11207
258,-73.901975,Sutter Av,40.669367,"(-73.901974999999993, 40.669367000000001)",11207
259,-73.900571,Livonia Av,40.664038,"(-73.900570999999999, 40.664037999999998)",11207
260,-73.899232,New Lots Av,40.658733000000005,"(-73.899231999999998, 40.658733000000005)",11207
398,-73.896548,Liberty Av,40.674541999999995,"(-73.896547999999996, 40.674541999999995)",11207
399,-73.896548,Liberty Av,40.674541999999995,"(-73.896547999999996, 40.674541999999995)",11207
400,-73.896548,Liberty Av,40.674541999999995,"(-73.896547999999996, 40.674541999999995)",11207
401,-73.896548,Liberty Av,40.674541999999995,"(-73.896547999999996, 40.674541999999995)",11207
402,-73.89035799999999,Van Siclen Av,40.672709999999995,"(-73.890357999999992, 40.672709999999995)",11207
403,-73.89035799999999,Van Siclen Av,40.672709999999995,"(-73.890357999999992, 40.672709999999995)",11207
404,-73.89035799999999,Van Siclen Av,40.672709999999995,"(-73.890357999999992, 40.672709999999995)",11207
405,-73.89035799999999,Van Siclen Av,40.672709999999995,"(-73.890357999999992, 40.672709999999995)",11207
831,-73.89489499999999,Pennsylvania Av,40.664635,"(-73.894894999999991, 40.664634999999997)",11207
832,-73.89489499999999,Pennsylvania Av,40.664635,"(-73.894894999999991, 40.664634999999997)",11207
833,-73.889395,Van Siclen Av,40.665449,"(-73.889394999999993, 40.665449000000002)",11207
834,-73.889395,Van Siclen Av,40.665449,"(-73.889394999999993, 40.665449000000002)",11207
835,-73.884079,New Lots Av,40.666235,"(-73.884079, 40.666235)",11207
836,-73.884079,New Lots Av,40.666235,"(-73.884079, 40.666235)",11207
1270,-73.900571,Livonia Av,40.664038,"(-73.900570999999999, 40.664037999999998)",11207
191,-73.91045600000001,Chauncey St,40.682893,"(-73.910456000000011, 40.682893)",11233
192,-73.91045600000001,Chauncey St,40.682893,"(-73.910456000000011, 40.682893)",11233
392,-73.92078599999999,Ralph Av,40.678822,"(-73.920785999999993, 40.678821999999997)",11233
393,-73.92078599999999,Ralph Av,40.678822,"(-73.920785999999993, 40.678821999999997)",11233
394,-73.92078599999999,Ralph Av,40.678822,"(-73.920785999999993, 40.678821999999997)",11233
395,-73.911946,Rockaway Av,40.678340000000006,"(-73.911946, 40.678340000000006)",11233
396,-73.911946,Rockaway Av,40.678340000000006,"(-73.911946, 40.678340000000006)",11233
397,-73.905316,Broadway Junction-East New York,40.678334,"(-73.905315999999999, 40.678334)",11233
1358,-73.911946,Rockaway Av,40.678340000000006,"(-73.911946, 40.678340000000006)",11233
1359,-73.911946,Rockaway Av,40.678340000000006,"(-73.911946, 40.678340000000006)",11233
1770,-73.911946,Rockaway Av,40.678340000000006,"(-73.911946, 40.678340000000006)",11233
1771,-73.911946,Rockaway Av,40.678340000000006,"(-73.911946, 40.678340000000006)",11233
193,-73.91655899999999,Halsey St,40.686370000000004,"(-73.916558999999992, 40.686370000000004)",11221
194,-73.91655899999999,Halsey St,40.686370000000004,"(-73.916558999999992, 40.686370000000004)",11221
195,-73.92227,Gates Av,40.68963,"(-73.922269999999997, 40.689630000000001)",11221
196,-73.92227,Gates Av,40.68963,"(-73.922269999999997, 40.689630000000001)",11221
197,-73.928814,Kosciusko St,40.693342,"(-73.928814000000003, 40.693342000000001)",11221
198,-73.928814,Kosciusko St,40.693342,"(-73.928814000000003, 40.693342000000001)",11221
225,-73.927397,Central Av,40.697857,"(-73.927396999999999, 40.697856999999999)",11221
226,-73.927397,Central Av,40.697857,"(-73.927396999999999, 40.697856999999999)",11221
199,-73.93565699999999,Myrtle Av,40.697207,"(-73.935656999999992, 40.697206999999999)",11206
200,-73.93565699999999,Myrtle Av,40.697207,"(-73.935656999999992, 40.697206999999999)",11206
201,-73.941126,Flushing Av,40.70026,"(-73.941125999999997, 40.70026)",11206
202,-73.941126,Flushing Av,40.70026,"(-73.941125999999997, 40.70026)",11206
203,-73.941126,Flushing Av,40.70026,"(-73.941125999999997, 40.70026)",11206
204,-73.941126,Flushing Av,40.70026,"(-73.941125999999997, 40.70026)",11206
